date,open,high,low,close,volume
2017-03-28,72.12,72.12,72.12,72.12,13633.0
2017-03-29,79.33,79.33,79.33,79.33,6996.0
2017-03-30,87.26,87.26,87.26,87.26,9696.0
2017-03-31,95.99,95.99,95.99,95.99,60525.0
2017-04-05,105.59,105.59,105.59,105.59,175453.0
2017-04-06,110.0,116.15,105.6,116.15,13385729.0
2017-04-07,119.6,125.18,112.42,113.99,14809769.0
2017-04-10,109.0,117.02,108.01,114.99,9094744.0
2017-04-11,111.2,114.2,106.0,108.76,7565538.0
2017-04-12,110.11,110.99,101.38,102.21,6564538.0
2017-04-13,100.1,107.26,100.06,105.93,6081405.0
2017-04-14,104.4,105.3,102.4,102.94,2960211.0
2017-04-17,99.62,105.32,99.1,104.06,3959694.0
2017-04-18,104.36,109.9,104.08,106.2,3908021.0
2017-04-19,105.48,109.31,104.2,107.62,3153389.0
2017-04-20,107.68,110.7,105.22,106.56,3898162.0
2017-04-21,105.8,107.8,103.85,106.02,2580943.0
2017-04-24,104.97,107.79,102.11,106.59,2602540.0
2017-04-25,106.11,108.68,106.11,107.39,1681142.0
2017-04-26,107.0,110.5,106.41,109.42,2448988.0
2017-04-27,108.93,109.71,105.12,108.47,1995546.0
2017-04-28,108.11,109.8,104.88,105.58,2116302.0
2017-05-10,104.0,110.0,101.31,106.64,3756781.0
2017-05-11,105.0,106.64,104.0,105.15,1718809.0
2017-05-12,105.05,106.33,102.21,103.86,1594782.0
2017-05-15,103.6,106.19,103.6,105.19,1385008.0
2017-05-16,104.85,106.08,103.55,105.69,1666899.0
2017-05-17,104.68,109.99,104.68,108.93,2494435.0
2017-05-18,108.0,112.78,107.99,110.97,3040853.0
2017-05-19,111.0,113.0,109.51,111.16,1546919.0
2017-05-22,111.0,114.1,109.02,109.37,2291220.0
2017-05-23,108.77,111.49,106.0,106.62,1408630.0
2017-05-24,105.3,111.99,104.6,111.66,2096823.0
2017-05-25,111.6,111.7,107.18,108.91,1656007.0
2017-05-26,108.8,109.4,106.0,108.02,1085713.0
2017-05-31,110.0,111.0,107.5,108.04,1649104.0
2017-06-01,107.0,107.8,103.87,104.17,1245057.0
2017-06-02,103.95,105.92,103.52,105.09,820655.0
2017-06-05,105.6,107.19,104.0,105.24,1245494.0
2017-06-06,105.28,107.1,104.2,107.0,1098264.0
2017-06-07,107.0,112.25,106.15,110.69,2158985.0
2017-06-08,109.78,120.0,109.7,116.43,2753984.0
2017-06-09,115.15,117.55,114.01,117.09,1401443.0
2017-06-12,116.63,119.9,114.55,116.19,1764950.0
2017-06-13,114.72,116.22,112.91,114.57,1191955.0
2017-06-14,114.43,116.89,112.91,115.14,1033293.0
2017-06-15,115.19,119.5,113.05,114.39,1380890.0
2017-06-16,113.78,114.97,113.1,114.37,478782.0
2017-06-19,114.89,115.2,112.02,113.39,782536.0
2017-06-20,113.39,113.78,109.99,110.15,1430783.0
2017-06-21,110.3,111.4,107.2,111.08,721901.0
2017-06-22,110.5,111.29,107.78,107.86,1164126.0
2017-06-23,107.8,109.6,106.63,108.8,708004.0
2017-06-26,108.01,112.72,107.51,112.25,1102502.0
2017-06-27,112.0,112.87,110.22,110.82,647415.0
2017-06-28,111.5,111.5,108.21,108.58,621161.0
2017-06-29,108.11,109.34,108.11,108.43,331178.0
2017-06-30,108.68,110.57,108.03,109.86,736418.0
2017-07-03,109.98,111.35,109.52,110.87,526536.0
2017-07-04,111.11,111.3,109.75,110.02,456402.0
2017-07-05,110.02,111.65,109.0,111.5,587309.0
2017-07-06,111.13,113.44,111.13,111.95,909299.0
2017-07-07,112.01,114.97,111.65,113.5,1066064.0
2017-07-10,112.02,112.58,109.22,110.36,1008793.0
2017-07-11,110.4,111.39,109.0,109.13,582748.0
2017-07-12,109.49,109.49,106.5,108.05,709878.0
2017-07-13,108.0,108.85,107.01,107.43,320336.0
2017-07-14,106.88,107.84,106.66,107.26,312435.0
2017-07-17,107.25,108.0,103.45,103.98,1260636.0
2017-07-18,103.0,105.7,103.0,104.8,483368.0
2017-07-19,104.49,107.0,103.8,106.32,521398.0
2017-07-20,105.5,107.8,105.5,107.71,529731.0
2017-07-21,107.92,107.92,106.39,106.93,369821.0
2017-07-24,106.95,107.22,105.06,105.36,889828.0
2017-07-25,105.2,106.47,105.19,106.35,349961.0
2017-07-26,105.63,106.77,104.3,104.72,521495.0
2017-07-27,105.27,106.84,104.46,105.99,526461.0
2017-07-28,105.55,106.69,105.51,105.89,289255.0
2017-07-31,105.9,107.0,104.6,104.99,735429.0
2017-08-01,104.3,105.97,103.38,103.95,530277.0
2017-08-02,104.57,104.99,100.01,100.61,1824514.0
2017-08-03,100.94,100.99,97.99,98.56,1714190.0
2017-08-04,99.06,99.58,96.8,96.81,816496.0
2017-08-07,96.81,100.38,96.81,99.6,713840.0
2017-08-08,99.6,100.49,98.6,98.94,989222.0
2017-08-09,98.95,99.79,98.88,99.16,384957.0
2017-08-10,99.2,99.89,98.33,99.06,673810.0
2017-08-11,98.11,99.5,97.7,98.36,308428.0
2017-08-14,98.36,101.18,98.36,100.87,344505.0
2017-08-15,101.5,101.88,98.78,99.95,614392.0
2017-08-16,99.3,101.25,98.7,100.14,298300.0
2017-08-17,99.88,100.01,99.01,99.42,178440.0
2017-08-18,99.11,99.47,98.55,98.91,221650.0
2017-08-21,99.17,100.99,99.01,100.85,601974.0
2017-08-22,100.4,101.1,99.8,100.69,317658.0
2017-08-23,100.65,101.66,100.03,100.9,404718.0
2017-08-24,101.5,101.5,100.54,100.69,153678.0
2017-08-25,99.8,101.1,99.8,101.0,139262.0
2017-08-28,101.0,106.2,101.0,104.98,730335.0
2017-08-29,105.0,105.0,103.51,103.81,321951.0
2017-08-30,103.95,105.57,103.33,105.54,343813.0
2017-08-31,105.49,105.8,104.52,104.9,374100.0
2017-09-01,104.44,105.57,101.5,102.79,987451.0
2017-09-04,102.75,103.69,101.88,102.42,721822.0
2017-09-05,102.0,103.25,101.02,102.25,466362.0
2017-09-06,102.25,102.65,101.8,102.43,446051.0
2017-09-07,102.43,104.84,102.2,104.71,603682.0
2017-09-08,104.4,104.89,102.44,102.99,557400.0
2017-09-11,103.0,104.5,102.0,104.23,517253.0
2017-09-12,103.9,105.49,103.85,104.94,528829.0
2017-09-13,104.94,104.94,103.02,103.6,278504.0
2017-09-14,103.6,103.98,101.5,102.13,447467.0
2017-09-15,102.5,105.25,101.82,105.15,769060.0
2017-09-18,103.61,106.13,103.58,105.66,477751.0
2017-09-19,105.01,106.48,104.51,104.93,237515.0
2017-09-20,105.8,105.8,104.3,104.42,242400.0
2017-09-21,104.8,104.95,104.31,104.35,157229.0
2017-09-22,104.11,104.87,102.02,103.02,380842.0
2017-09-25,102.5,103.97,102.5,102.69,441868.0
2017-09-26,103.0,103.5,102.04,102.19,243885.0
2017-09-27,102.77,102.77,101.96,102.22,167961.0
2017-09-28,102.02,102.95,101.8,102.11,468300.0
2017-09-29,102.18,102.92,101.9,102.11,298200.0
2017-10-09,103.0,104.5,102.82,103.54,767411.0
2017-10-10,104.0,105.23,103.56,104.9,461258.0
2017-10-11,104.88,115.39,104.12,111.96,2274982.0
2017-10-12,112.32,116.0,110.02,112.33,823630.0
2017-10-13,110.71,112.96,109.75,110.66,746163.0
2017-10-16,110.66,115.28,110.65,111.28,1092887.0
2017-10-17,112.0,114.8,112.0,114.77,1184927.0
2017-10-18,115.85,115.85,113.03,114.76,499650.0
2017-10-19,114.76,114.77,112.22,113.05,373700.0
2017-10-20,112.11,112.67,110.68,112.41,314035.0
2017-10-23,112.97,115.55,112.0,115.32,692836.0
2017-10-24,115.6,115.6,113.62,114.56,393439.0
2017-10-25,114.95,122.1,114.01,121.73,1682771.0
2017-10-26,120.51,122.26,118.32,119.61,1247584.0
2017-10-27,119.0,121.74,118.6,120.43,881636.0
2017-10-30,120.6,121.83,117.02,119.21,1094675.0
2017-10-31,119.78,121.67,117.34,117.83,701355.0
2017-11-01,119.0,121.1,118.18,120.23,1124221.0
2017-11-02,120.3,124.35,118.51,118.76,1438695.0
2017-11-03,117.88,120.98,117.6,118.86,677876.0
2017-11-06,120.0,123.78,119.4,123.44,890467.0
2017-11-07,124.39,125.18,122.0,123.19,591174.0
2017-11-08,123.9,123.9,120.89,121.8,1048682.0
2017-11-09,122.0,127.06,120.62,126.49,1342228.0
2017-11-10,126.96,130.85,125.5,127.7,1067475.0
2017-11-13,128.12,130.77,127.51,128.02,792459.0
2017-11-14,128.0,129.24,124.05,126.22,982281.0
2017-11-15,124.6,127.2,123.3,125.85,812739.0
2017-11-16,125.82,127.4,124.61,125.19,659837.0
2017-11-17,125.81,125.81,117.43,118.06,1378676.0
2017-11-20,116.0,119.78,115.12,119.29,752451.0
2017-11-21,119.0,121.88,118.11,119.62,826957.0
2017-11-22,119.5,119.62,115.06,115.88,1513986.0
2017-11-23,115.81,117.57,112.88,112.96,714864.0
2017-11-24,112.75,114.49,112.5,112.5,547187.0
2017-11-27,112.26,114.99,110.01,110.97,875415.0
2017-11-28,111.22,113.7,111.21,113.34,642218.0
2017-11-29,113.11,113.62,109.55,111.32,608117.0
2017-11-30,111.32,112.5,110.0,110.93,415846.0
2017-12-01,111.01,113.48,110.31,112.95,727007.0
2017-12-04,112.95,113.38,108.96,110.8,914272.0
2017-12-05,109.71,111.3,109.33,110.92,399394.0
2017-12-06,110.92,112.58,109.51,111.28,461061.0
2017-12-07,111.7,111.7,107.8,108.88,801013.0
2017-12-08,108.89,112.56,108.0,112.47,539364.0
2017-12-11,111.85,116.98,111.6,115.45,791500.0
2017-12-12,115.94,116.99,115.01,116.45,884575.0
2017-12-13,116.5,117.19,115.28,116.92,554837.0
2017-12-14,117.0,120.77,116.2,119.56,781473.0
2017-12-15,119.8,120.38,118.5,119.1,417057.0
2017-12-18,120.79,122.8,117.5,118.58,446085.0
2017-12-19,119.25,122.43,118.6,121.9,695908.0
2017-12-20,122.32,122.55,121.01,121.58,341229.0
2017-12-21,121.77,123.17,120.71,121.94,269976.0
2017-12-22,122.1,122.48,120.75,121.0,223908.0
2017-12-25,121.0,122.47,120.09,121.96,888647.0
2017-12-26,122.18,123.27,118.35,119.5,1035835.0
2017-12-27,119.17,119.6,116.85,118.65,614665.0
